Wed Dec 11 17:22:41 2024    profiling_results

         15688296 function calls (15687953 primitive calls) in 167.251 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method setAllowedAreas}
        5    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method size}
       11    0.000    0.000    0.000    0.000 cm.py:609(norm)
        4    0.000    0.000    0.000    0.000 axis.py:556(formatter)
        1    0.000    0.000    0.000    0.000 {built-in method setAlignment}
        1    0.000    0.000    0.000    0.000 figure.py:100(add)
       16    0.000    0.000    0.000    0.000 transforms.py:1367(depth)
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        1    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 markers.py:517(_half_fill)
        4    0.000    0.000    0.000    0.000 axis.py:706(isDefault_majloc)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:2317(_any_dispatcher)
        2    0.000    0.000    0.000    0.000 cbook.py:697(__len__)
        7    0.000    0.000    0.000    0.000 transforms.py:1758(<lambda>)
        2    0.000    0.000    0.000    0.000 collections.py:480(set_urls)
        1    0.000    0.000    0.000    0.000 {built-in method setAttribute}
        3    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 axis.py:2741(get_minpos)
        7    0.000    0.000    0.000    0.000 artist.py:1089(get_label)
        1    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       11    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        2    0.000    0.000    0.000    0.000 cbook.py:103(__eq__)
        1    0.000    0.000    0.000    0.000 figure.py:82(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:156(update)
        4    0.000    0.000    0.000    0.000 axis.py:535(__init__)
        2    0.000    0.000    0.000    0.000 traitlets.py:629(get)
        7    0.000    0.000    0.000    0.000 cbook.py:1633(<lambda>)
        6    0.000    0.000    0.000    0.000 text.py:579(_update_clip_properties)
        6    0.000    0.000    0.000    0.000 font_manager.py:655(get_family)
        2    0.000    0.000    0.000    0.000 threading.py:1209(native_id)
        1    0.000    0.000    0.000    0.000 collections.py:758(_get_default_facecolor)
        1    0.000    0.000    0.000    0.000 gridspec.py:122(set_height_ratios)
        2    0.000    0.000    0.000    0.000 traitlets.py:3486(validate_elements)
        9    0.000    0.000    0.000    0.000 path.py:211(vertices)
        2    0.000    0.000    0.000    0.000 transforms.py:2398(<lambda>)
        6    0.000    0.000    0.000    0.000 artist.py:429(is_transform_set)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        6    0.000    0.000    0.000    0.000 font_manager.py:864(get_math_fontfamily)
        1    0.000    0.000    0.000    0.000 {resizeEvent}
        2    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 spines.py:591(__iter__)
        2    0.000    0.000    0.000    0.000 collections.py:209(set_paths)
        1    0.000    0.000    0.000    0.000 _base.py:3410(set_axis_on)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        2    0.000    0.000    0.000    0.000 core.py:3516(mask)
        5    0.000    0.000    0.000    0.000 artist.py:1371(get_mouseover)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:90(get_all_fig_managers)
        7    0.000    0.000    0.000    0.000 font_manager.py:700(get_size)
        3    0.000    0.000    0.000    0.000 {built-in method height}
        2    0.000    0.000    0.000    0.000 figure.py:86(as_list)
        1    0.000    0.000    0.000    0.000 figure.py:94(bubble)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2687(_max_dispatcher)
        4    0.000    0.000    0.000    0.000 transforms.py:1929(get_matrix)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1263(__init__)
        6    0.000    0.000    0.000    0.000 font_manager.py:706(get_file)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        7    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
        5    0.000    0.000    0.000    0.000 transforms.py:1756(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method window}
        2    0.000    0.000    0.000    0.000 _base.py:322(<genexpr>)
        4    0.000    0.000    0.000    0.000 spines.py:225(_clear)
        2    0.000    0.000    0.000    0.000 figure.py:2904(set_canvas)
     53/2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 patches.py:772(rotation_point)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1021(_argsort_dispatcher)
        2    0.000    0.000    0.000    0.000 ticker.py:452(set_useOffset)
        1    0.000    0.000    0.000    0.000 transforms.py:356(height)
        6    0.000    0.000    0.000    0.000 axis.py:552(formatter)
        1    0.000    0.000    0.000    0.000 artist.py:636(set_snap)
        4    0.000    0.000    0.000    0.000 axis.py:714(isDefault_majfmt)
        2    0.000    0.000    0.000    0.000 {built-in method width}
        1    0.000    0.000    0.000    0.000 cbook.py:688(clear)
        1    0.000    0.000    0.000    0.000 transforms.py:1014(minposx)
        3    0.000    0.000    0.000    0.000 figure.py:2758(_get_dpi)
        1    0.000    0.000    0.000    0.000 legend.py:822(get_legend_handler_map)
        2    0.000    0.000    0.000    0.000 backend_qt.py:183(<lambda>)
        1    0.000    0.000    0.000    0.000 cbook.py:684(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:541(locator)
        1    0.000    0.000    0.000    0.000 {built-in method setVisible}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 path.py:804(unit_circle)
        4    0.000    0.000    0.000    0.000 artist.py:1128(sticky_edges)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1908(_set_device_pixel_ratio)
        6    0.000    0.000    0.000    0.000 font_manager.py:671(get_style)
        4    0.000    0.000    0.000    0.000 axis.py:730(isDefault_minfmt)
        2    0.000    0.000    0.000    0.000 axis.py:855(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 collections.py:967(get_sizes)
        6    0.000    0.000    0.000    0.000 font_manager.py:692(get_stretch)
        1    0.000    0.000    0.000    0.000 __init__.py:81(get_projection_class)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 collections.py:216(get_offset_transform)
        1    0.000    0.000    0.000    0.000 transforms.py:2123(transform)
        4    0.000    0.000    0.000    0.000 axis.py:722(isDefault_minloc)
        1    0.000    0.000    0.000    0.000 gridspec.py:613(num2)
        1    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
        4    0.000    0.000    0.000    0.000 path.py:223(codes)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1976(_shape_dispatcher)
        2    0.000    0.000    0.000    0.000 artist.py:841(get_visible)
        2    0.000    0.000    0.000    0.000 legend.py:807(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 artist.py:1076(set_in_layout)
        6    0.000    0.000    0.000    0.000 font_manager.py:677(get_variant)
        1    0.000    0.000    0.000    0.000 _base.py:4002(set_navigate_mode)
        4    0.000    0.000    0.000    0.000 colors.py:204(_sanitize_extrema)
        6    0.000    0.000    0.000    0.000 font_manager.py:683(get_weight)
        1    0.000    0.000    0.000    0.000 patches.py:2480(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:100(set_width_ratios)
        2    0.000    0.000    0.000    0.000 threading.py:1629(main_thread)
        4    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        3    0.000    0.000    0.000    0.000 transforms.py:1003(minpos)
        2    0.000    0.000    0.000    0.000 widgets.py:38(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:1098(set_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 artist.py:892(get_clip_path)
        3    0.000    0.000    0.000    0.000 _base.py:459(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 function_base.py:1320(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 cbook.py:100(__call__)
        1    0.000    0.000    0.000    0.000 collections.py:226(set_offset_transform)
        1    0.000    0.000    0.000    0.000 legend.py:1210(set_draggable)
        3    0.000    0.000    0.000    0.000 gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 _base.py:3986(set_navigate)
        1    0.000    0.000    0.000    0.000 transforms.py:1025(minposy)
        2    0.000    0.000    0.000    0.000 collections.py:1032(get_paths)
        2    0.000    0.000    0.000    0.000 legend_handler.py:438(get_numpoints)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 scale.py:78(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 markers.py:276(is_filled)
        2    0.000    0.000    0.000    0.000 shape_base.py:1257(<genexpr>)
        2    0.000    0.000    0.000    0.000 scale.py:96(__init__)
        2    0.000    0.000    0.000    0.000 ticker.py:257(_set_locator)
        3    0.000    0.000    0.000    0.000 path.py:242(simplify_threshold)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:533(_swapaxes_dispatcher)
        3    0.000    0.000    0.000    0.000 path.py:254(should_simplify)
        1    0.000    0.000    0.000    0.000 _base.py:333(_setdefaults)
        1    0.000    0.000    0.000    0.000 shape_base.py:1181(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 collections.py:562(get_offsets)
        1    0.000    0.000    0.000    0.000 gridspec.py:609(num2)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2508(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 shape_base.py:727(_array_split_dispatcher)
        1    0.000    0.000    0.000    0.000 markers.py:345(get_path)
        1    0.000    0.000    0.000    0.000 gridspec.py:617(get_gridspec)
        1    0.000    0.000    0.000    0.000 multiarray.py:1030(unravel_index)


